x,y,species median
5277.0,5277.0,0.06471683
5278.0,5278.0,0.08213827
5279.0,5279.0,0.41958284
5280.0,5280.0,0.5190446
5281.0,5281.0,0.060318068
5282.0,5282.0,0.0041147238
5283.0,5283.0,0.09196271
5284.0,5284.0,0.4346867
5285.0,5285.0,0.56366605
5286.0,5286.0,0.31782693
5287.0,5287.0,0.07271276
5288.0,5288.0,0.419972
5289.0,5289.0,0.41957414
5290.0,5290.0,0.05500146
5291.0,5291.0,0.6909669
5292.0,5292.0,0.04555006
5293.0,5293.0,0.18216108
5294.0,5294.0,0.06313644
5295.0,5295.0,0.63676953
5296.0,5296.0,0.01044002
5297.0,5297.0,0.5779167
5298.0,5298.0,0.004290376
5299.0,5299.0,0.27569562
5300.0,5300.0,0.18829116
5301.0,5301.0,0.6032514
5302.0,5302.0,0.5392345
5303.0,5303.0,0.060977813
5304.0,5304.0,0.5204607
5305.0,5305.0,0.23690796
5306.0,5306.0,0.2531778
5307.0,5307.0,0.5604261
5308.0,5308.0,0.16796619
5309.0,5309.0,0.29727337
5310.0,5310.0,0.57327443
5311.0,5311.0,0.56311214
5312.0,5312.0,0.20307012
5313.0,5313.0,0.442249
5314.0,5314.0,0.5256124
5315.0,5315.0,0.08539286
5316.0,5316.0,0.34766182
5317.0,5317.0,0.5376312
5318.0,5318.0,0.07137556
5319.0,5319.0,0.6301922
5320.0,5320.0,0.32875392
5321.0,5321.0,0.47398347
5322.0,5322.0,0.009703517
5323.0,5323.0,0.21803533
5324.0,5324.0,0.29844266
5325.0,5325.0,0.07579918
5326.0,5326.0,0.5382561
5327.0,5327.0,0.0045236717
5328.0,5328.0,0.2875474
5329.0,5329.0,0.4377353
5330.0,5330.0,0.077369526
5331.0,5331.0,0.20916013
5332.0,5332.0,0.024524266
5333.0,5333.0,0.5908436
5334.0,5334.0,0.11654751
5335.0,5335.0,0.4248346
5336.0,5336.0,0.2671905
5337.0,5337.0,0.45243183
5338.0,5338.0,0.036892775
5339.0,5339.0,0.004784846
5340.0,5340.0,0.50423026
5341.0,5341.0,0.4561894
5342.0,5342.0,0.072081305
5343.0,5343.0,0.58937705
5344.0,5344.0,0.52324533
5345.0,5345.0,0.3746223
5346.0,5346.0,0.46308807
5347.0,5347.0,0.13088831
5348.0,5348.0,0.07575189
5349.0,5349.0,0.4037229
5350.0,5350.0,0.1725426
5351.0,5351.0,0.028537724
5352.0,5352.0,0.5363458
5353.0,5353.0,0.512105
5354.0,5354.0,0.5479672
5355.0,5355.0,0.0070533766
5356.0,5356.0,0.051956803
5357.0,5357.0,0.4624616
5358.0,5358.0,0.17225768
5359.0,5359.0,0.3749574
5360.0,5360.0,0.44240904
5361.0,5361.0,0.55731845
5362.0,5362.0,0.52390766
5363.0,5363.0,0.12979838
5364.0,5364.0,0.6059216
5365.0,5365.0,0.24070348
5366.0,5366.0,0.4569319
5367.0,5367.0,0.19504035
5368.0,5368.0,0.009150724
5369.0,5369.0,0.5079676
5370.0,5370.0,0.20001286
5371.0,5371.0,0.67857975
5372.0,5372.0,0.1671027
5373.0,5373.0,0.5553902
5374.0,5374.0,0.35880584
5375.0,5375.0,0.5057993
5376.0,5376.0,0.4865952
5377.0,5377.0,0.4417356
5378.0,5378.0,0.13915542
5379.0,5379.0,0.6319273
5380.0,5380.0,0.023241501
5381.0,5381.0,0.17008361
5382.0,5382.0,0.25897312
5383.0,5383.0,0.18435498
5384.0,5384.0,0.008849316
5385.0,5385.0,0.36013034
5386.0,5386.0,0.08020414
5387.0,5387.0,0.44946536
5388.0,5388.0,0.3167626
5389.0,5389.0,0.33802348
5390.0,5390.0,0.049376987
5391.0,5391.0,0.5474217
5392.0,5392.0,0.10574324
5393.0,5393.0,0.19336398
5394.0,5394.0,0.42793098
5395.0,5395.0,0.4511765
5396.0,5396.0,0.3915897
5397.0,5397.0,0.1258796
5398.0,5398.0,0.009631233
5399.0,5399.0,0.35053173
5400.0,5400.0,0.092074424
5401.0,5401.0,0.027549736
5402.0,5402.0,0.098699845
5403.0,5403.0,0.0045213117
5404.0,5404.0,0.40218982
5405.0,5405.0,0.33218464
5406.0,5406.0,0.3518894
5407.0,5407.0,0.32433575
5408.0,5408.0,0.61889976
5409.0,5409.0,0.48280692
5410.0,5410.0,0.5143069
5411.0,5411.0,0.3644711
5412.0,5412.0,0.59285736
5413.0,5413.0,0.42298034
5414.0,5414.0,0.36799467
5415.0,5415.0,0.061168794
5416.0,5416.0,0.3393526
5417.0,5417.0,0.18687631
5418.0,5418.0,0.0741863
5419.0,5419.0,0.068095006
5420.0,5420.0,0.45208788
5421.0,5421.0,0.046188306
5422.0,5422.0,0.44220766
5423.0,5423.0,0.45794007
5424.0,5424.0,0.0072289333
5425.0,5425.0,0.08398993
5426.0,5426.0,0.017986685
5427.0,5427.0,0.25476065
5428.0,5428.0,0.22047837
5429.0,5429.0,0.22396842
5430.0,5430.0,0.25109154
5431.0,5431.0,0.18579102
5432.0,5432.0,0.2695096
5433.0,5433.0,0.23143367
5434.0,5434.0,0.49288556
5435.0,5435.0,0.5271386
5436.0,5436.0,0.3141877
5437.0,5437.0,0.5436367
5438.0,5438.0,0.5742109
5439.0,5439.0,0.15167888
5440.0,5440.0,0.280601
5441.0,5441.0,0.03693707
5442.0,5442.0,0.58051306
5443.0,5443.0,0.104536675
5444.0,5444.0,0.13361496
5445.0,5445.0,0.66029304
5446.0,5446.0,0.14512381
5447.0,5447.0,0.26324606
5448.0,5448.0,0.3740308
5449.0,5449.0,0.31556857
5450.0,5450.0,0.042715866
5451.0,5451.0,0.13086371
5452.0,5452.0,0.39538828
5453.0,5453.0,0.7353941
5454.0,5454.0,0.2735835
5455.0,5455.0,0.43122292
5456.0,5456.0,0.63788843
5457.0,5457.0,0.06794692
5458.0,5458.0,0.09330299
5459.0,5459.0,0.22643016
5460.0,5460.0,0.03696571
5461.0,5461.0,0.085587114
5462.0,5462.0,0.46405724
5463.0,5463.0,0.39900446
5464.0,5464.0,0.5960315
5465.0,5465.0,0.21409838
5466.0,5466.0,0.16541673
5467.0,5467.0,0.27727547
5468.0,5468.0,0.13153213
5469.0,5469.0,0.47366786
5470.0,5470.0,0.38062584
5471.0,5471.0,0.20410188
5472.0,5472.0,0.48268604
5473.0,5473.0,0.32235652
5474.0,5474.0,0.043240972
5475.0,5475.0,0.49376273
5476.0,5476.0,0.5404968
5477.0,5477.0,0.45843697
5478.0,5478.0,0.3707563
5479.0,5479.0,0.5532173
5480.0,5480.0,0.38209876
5481.0,5481.0,0.5156718
5482.0,5482.0,0.085605025
5483.0,5483.0,0.21834654
5484.0,5484.0,0.5635652
5485.0,5485.0,0.41787532
5486.0,5486.0,0.28200236
5487.0,5487.0,0.10287881
5488.0,5488.0,0.09385645
5489.0,5489.0,0.27348018
5490.0,5490.0,0.006068439
5491.0,5491.0,0.3676881
5492.0,5492.0,0.0058180015
5493.0,5493.0,0.41473535
5494.0,5494.0,0.44214725
5495.0,5495.0,0.55101657
5496.0,5496.0,0.009275449
5497.0,5497.0,0.40809342
5498.0,5498.0,0.4554246
5499.0,5499.0,0.27695686
5500.0,5500.0,0.57359016
5501.0,5501.0,0.06012952
5502.0,5502.0,0.4016348
5503.0,5503.0,0.17627992
5504.0,5504.0,0.46383688
5505.0,5505.0,0.088980705
5506.0,5506.0,0.55374694
5507.0,5507.0,0.447489
5508.0,5508.0,0.5430307
5509.0,5509.0,0.17999652
5510.0,5510.0,0.64105576
5511.0,5511.0,0.12515217
5512.0,5512.0,0.14691228
5513.0,5513.0,0.18157928
5514.0,5514.0,0.04998633
5515.0,5515.0,0.2034755
5516.0,5516.0,0.5146491
5517.0,5517.0,0.021196388
5518.0,5518.0,0.37305135
5519.0,5519.0,0.3905198
5520.0,5520.0,0.39067814
5521.0,5521.0,0.005010324
5522.0,5522.0,0.032957986
5523.0,5523.0,0.58892477
5524.0,5524.0,0.55133617
5525.0,5525.0,0.09257942
5526.0,5526.0,0.071236975
5527.0,5527.0,0.53620565
5528.0,5528.0,0.12662819
5529.0,5529.0,0.14243367
5530.0,5530.0,0.16743332
5531.0,5531.0,0.07638238
5532.0,5532.0,0.045968316
5533.0,5533.0,0.018490456
5534.0,5534.0,0.24406484
5535.0,5535.0,0.06363319
5536.0,5536.0,0.5689416
5537.0,5537.0,0.03531905
5538.0,5538.0,0.43069196
5539.0,5539.0,0.3673249
5540.0,5540.0,0.005725
5541.0,5541.0,0.57029927
5542.0,5542.0,0.012368147
5543.0,5543.0,0.004704349
5544.0,5544.0,0.3721179
5545.0,5545.0,0.5304954
5546.0,5546.0,0.012498937
5547.0,5547.0,0.2863334
5548.0,5548.0,0.07929847
5549.0,5549.0,0.0061110766
5550.0,5550.0,0.44135335
5551.0,5551.0,0.021084206
5552.0,5552.0,0.5338349
5553.0,5553.0,0.13998525
5554.0,5554.0,0.4178398
5555.0,5555.0,0.15186276
5556.0,5556.0,0.33591744
5557.0,5557.0,0.36338934
5558.0,5558.0,0.19376957
5559.0,5559.0,0.43131286
5560.0,5560.0,0.07300501
5561.0,5561.0,0.00506101
5562.0,5562.0,0.46176085
5563.0,5563.0,0.08512404
5564.0,5564.0,0.39314476
5565.0,5565.0,0.007021433
5566.0,5566.0,0.09854765
5567.0,5567.0,0.39290726
5568.0,5568.0,0.33377504
5569.0,5569.0,0.45642698
5570.0,5570.0,0.5853246
5571.0,5571.0,0.56599927
5572.0,5572.0,0.17923583
5573.0,5573.0,0.5731545
5574.0,5574.0,0.6129656
5575.0,5575.0,0.40756923
5576.0,5576.0,0.24557634
5577.0,5577.0,0.42262632
5578.0,5578.0,0.020947369
5579.0,5579.0,0.6250635
5580.0,5580.0,0.3356808
5581.0,5581.0,0.60824656
5582.0,5582.0,0.13883983
5583.0,5583.0,0.60037243
5584.0,5584.0,0.29213205
5585.0,5585.0,0.08705987
5586.0,5586.0,0.29272315
5587.0,5587.0,0.023772875
5588.0,5588.0,0.20579427
5589.0,5589.0,0.4253982
5590.0,5590.0,0.04438612
5591.0,5591.0,0.44608936
5592.0,5592.0,0.0080033885
5593.0,5593.0,0.39840046
5594.0,5594.0,0.39643878
5595.0,5595.0,0.5848859
5596.0,5596.0,0.00827151
5597.0,5597.0,0.6770199
5598.0,5598.0,0.5502
5599.0,5599.0,0.38651133
5600.0,5600.0,0.04870155
5601.0,5601.0,0.3289823
5602.0,5602.0,0.4632889
5603.0,5603.0,0.08375819
5604.0,5604.0,0.2989582
5605.0,5605.0,0.23627965
5606.0,5606.0,0.17635122
5607.0,5607.0,0.15585399
5608.0,5608.0,0.4868959
5609.0,5609.0,0.014384877
5610.0,5610.0,0.4128912
5611.0,5611.0,0.017662868
5612.0,5612.0,0.18039945
5613.0,5613.0,0.54631764
5614.0,5614.0,0.07627948
5615.0,5615.0,0.42549196
5616.0,5616.0,0.041202385
5617.0,5617.0,0.1405603
5618.0,5618.0,0.5434586
5619.0,5619.0,0.30377215
5620.0,5620.0,0.20104879
5621.0,5621.0,0.118687965
5622.0,5622.0,0.10595828
5623.0,5623.0,0.026837923
5624.0,5624.0,0.10485657
5625.0,5625.0,0.023032185
5626.0,5626.0,0.27265304
5627.0,5627.0,0.1598544
5628.0,5628.0,0.5172846
5629.0,5629.0,0.065355964
5630.0,5630.0,0.41003385
5631.0,5631.0,0.51355726
5632.0,5632.0,0.266134
5633.0,5633.0,0.6445093
5634.0,5634.0,0.6261314
5635.0,5635.0,0.43933585
5636.0,5636.0,0.5532884
5637.0,5637.0,0.19912896
5638.0,5638.0,0.118094064
5639.0,5639.0,0.4437869
5640.0,5640.0,0.27521405
5641.0,5641.0,0.0054508
5642.0,5642.0,0.45592675
5643.0,5643.0,0.6429466
5644.0,5644.0,0.097983114
5645.0,5645.0,0.17974843
5646.0,5646.0,0.4599962
5647.0,5647.0,0.05701218
5648.0,5648.0,0.115948796
5649.0,5649.0,0.40224653
5650.0,5650.0,0.031949505
5651.0,5651.0,0.40685126
5652.0,5652.0,0.117194265
5653.0,5653.0,0.72604895
5654.0,5654.0,0.37930927
5655.0,5655.0,0.3605641
5656.0,5656.0,0.31318834
5657.0,5657.0,0.02113115
5658.0,5658.0,0.65261793
5659.0,5659.0,0.27906528
5660.0,5660.0,0.066831075
5661.0,5661.0,0.57517207
5662.0,5662.0,0.41906255
5663.0,5663.0,0.1111154
5664.0,5664.0,0.17328665
5665.0,5665.0,0.1819659
5666.0,5666.0,0.48409447
5667.0,5667.0,0.24861465
5668.0,5668.0,0.21959393
5669.0,5669.0,0.5681843
5670.0,5670.0,0.26068544
5671.0,5671.0,0.13712372
5672.0,5672.0,0.048842855
5673.0,5673.0,0.16730158
5674.0,5674.0,0.58231264
5675.0,5675.0,0.6477066
5676.0,5676.0,0.3412772
5677.0,5677.0,0.19415326
5678.0,5678.0,0.2234618
5679.0,5679.0,0.24340884
5680.0,5680.0,0.63317645
5681.0,5681.0,0.1882996
5682.0,5682.0,0.08713151
5683.0,5683.0,0.4720595
5684.0,5684.0,0.20172246
5685.0,5685.0,0.34140554
5686.0,5686.0,0.2914227
5687.0,5687.0,0.51388526
5688.0,5688.0,0.3239149
5689.0,5689.0,0.10189029
5690.0,5690.0,0.0068799946
5691.0,5691.0,0.22694243
5692.0,5692.0,0.011448479
5693.0,5693.0,0.5102957
5694.0,5694.0,0.823448
5695.0,5695.0,0.6712978
5696.0,5696.0,0.15016225
5697.0,5697.0,0.13028023
5698.0,5698.0,0.41438028
5699.0,5699.0,0.107427634
5700.0,5700.0,0.013840633
5701.0,5701.0,0.091312535
5702.0,5702.0,0.37097207
5703.0,5703.0,0.4081269
5704.0,5704.0,0.40206394
5705.0,5705.0,0.00767075
5706.0,5706.0,0.54456306
5707.0,5707.0,0.14789094
5708.0,5708.0,0.18936501
5709.0,5709.0,0.105934076
5710.0,5710.0,0.48621425
5711.0,5711.0,0.21835943
5712.0,5712.0,0.40217304
5713.0,5713.0,0.18852447
5714.0,5714.0,0.23883525
5715.0,5715.0,0.48939335
5716.0,5716.0,0.13853663
5717.0,5717.0,0.47166893
5718.0,5718.0,0.5423657
5719.0,5719.0,0.51044136
5720.0,5720.0,0.514302
5721.0,5721.0,0.099225596
5722.0,5722.0,0.55647963
5723.0,5723.0,0.4558103
5724.0,5724.0,0.5727905
5725.0,5725.0,0.25943208
5726.0,5726.0,0.578989
5727.0,5727.0,0.26056343
5728.0,5728.0,0.025987186
5729.0,5729.0,0.23711443
5730.0,5730.0,0.06625794
5731.0,5731.0,0.17180435
5732.0,5732.0,0.09400724
5733.0,5733.0,0.008601877
5734.0,5734.0,0.08977069
5735.0,5735.0,0.22455582
5736.0,5736.0,0.08480209
5737.0,5737.0,0.41095564
5738.0,5738.0,0.041748427
5739.0,5739.0,0.52385867
5740.0,5740.0,0.36876497
5741.0,5741.0,0.5109944
5742.0,5742.0,0.013181138
5743.0,5743.0,0.48459122
5744.0,5744.0,0.35296708
5745.0,5745.0,0.69218373
5746.0,5746.0,0.026468826
5747.0,5747.0,0.4587583
5748.0,5748.0,0.022613645
5749.0,5749.0,0.6347439
5750.0,5750.0,0.39215773
5751.0,5751.0,0.5221328
5752.0,5752.0,0.31936574
5753.0,5753.0,0.48595574
5754.0,5754.0,0.3632475
5755.0,5755.0,0.325805
5756.0,5756.0,0.46724254
5757.0,5757.0,0.38684797
5758.0,5758.0,0.41689327
5759.0,5759.0,0.3037455
5760.0,5760.0,0.20634837
5761.0,5761.0,0.010443847
5762.0,5762.0,0.4795572
5763.0,5763.0,0.015722899
5764.0,5764.0,0.2969602
5765.0,5765.0,0.6359974
5766.0,5766.0,0.27740678
5767.0,5767.0,0.029999187
5768.0,5768.0,0.6732453
5769.0,5769.0,0.35933977
5770.0,5770.0,0.12131417
5771.0,5771.0,0.09927227
5772.0,5772.0,0.5340424
5773.0,5773.0,0.62861896
5774.0,5774.0,0.5277583
5775.0,5775.0,0.40722963
5776.0,5776.0,0.121519096
5777.0,5777.0,0.49078798
5778.0,5778.0,0.3309401
5779.0,5779.0,0.57111
5780.0,5780.0,0.1041803
5781.0,5781.0,0.12013126
5782.0,5782.0,0.33473146
5783.0,5783.0,0.1277837
5784.0,5784.0,0.44573602
5785.0,5785.0,0.020537328
5786.0,5786.0,0.056716606
5787.0,5787.0,0.19183539
5788.0,5788.0,0.46165353
5789.0,5789.0,0.053194698
5790.0,5790.0,0.51125807
5791.0,5791.0,0.027207917
5792.0,5792.0,0.4169257
5793.0,5793.0,0.1862692
5794.0,5794.0,0.081111215
5795.0,5795.0,0.16017914
5796.0,5796.0,0.04911239
5797.0,5797.0,0.40644407
5798.0,5798.0,0.5177896
5799.0,5799.0,0.161624
5800.0,5800.0,0.6797439
5801.0,5801.0,0.101746574
5802.0,5802.0,0.06806751
5803.0,5803.0,0.039492544
5804.0,5804.0,0.6156182
5805.0,5805.0,0.2838752
5806.0,5806.0,0.51915044
5807.0,5807.0,0.43531564
5808.0,5808.0,0.00801685
5809.0,5809.0,0.7082437
5810.0,5810.0,0.48452517
5811.0,5811.0,0.3162306
5812.0,5812.0,0.015303367
5813.0,5813.0,0.5019083
5814.0,5814.0,0.318587
5815.0,5815.0,0.4457369
5816.0,5816.0,0.036749937
5817.0,5817.0,0.60349244
5818.0,5818.0,0.104850516
5819.0,5819.0,0.39117172
5820.0,5820.0,0.0034961302
5821.0,5821.0,0.24712697
5822.0,5822.0,0.501756
5823.0,5823.0,0.4977551
5824.0,5824.0,0.60015273
5825.0,5825.0,0.26683512
5826.0,5826.0,0.1513381
5827.0,5827.0,0.3833489
5828.0,5828.0,0.09183446
5829.0,5829.0,0.42127088
5830.0,5830.0,0.40357375
5831.0,5831.0,0.43017495
5832.0,5832.0,0.5608894
5833.0,5833.0,0.23676656
5834.0,5834.0,0.49010664
5835.0,5835.0,0.012937862
5836.0,5836.0,0.54799765
5837.0,5837.0,0.06104093
5838.0,5838.0,0.0031129809
5839.0,5839.0,0.2919132
5840.0,5840.0,0.053917278
5841.0,5841.0,0.4693628
5842.0,5842.0,0.57100886
5843.0,5843.0,0.049260434
5844.0,5844.0,0.06764401
5845.0,5845.0,0.011231054
5846.0,5846.0,0.4840494
5847.0,5847.0,0.5934752
5848.0,5848.0,0.45610917
5849.0,5849.0,0.42189512
5850.0,5850.0,0.43044516
5851.0,5851.0,0.3576949
5852.0,5852.0,0.34258187
5853.0,5853.0,0.4494466
5854.0,5854.0,0.46100214
5855.0,5855.0,0.3391359
5856.0,5856.0,0.65561146
5857.0,5857.0,0.34789538
5858.0,5858.0,0.45660007
5859.0,5859.0,0.28846762
5860.0,5860.0,0.0077548265
5861.0,5861.0,0.14971063
5862.0,5862.0,0.55139875
5863.0,5863.0,0.022103596
5864.0,5864.0,0.509164
5865.0,5865.0,0.5736438
5866.0,5866.0,0.114175156
5867.0,5867.0,0.011085068
5868.0,5868.0,0.12325123
5869.0,5869.0,0.098002836
5870.0,5870.0,0.27631477
5871.0,5871.0,0.19342366
5872.0,5872.0,0.54076874
5873.0,5873.0,0.032673508
5874.0,5874.0,0.11205722
5875.0,5875.0,0.42256558
5876.0,5876.0,0.47144902
5877.0,5877.0,0.13768476
5878.0,5878.0,0.13568193
5879.0,5879.0,0.55212146
5880.0,5880.0,0.45239234
5881.0,5881.0,0.13930951
5882.0,5882.0,0.23691496
5883.0,5883.0,0.58056897
5884.0,5884.0,0.2160172
5885.0,5885.0,0.5214066
5886.0,5886.0,0.22261511
5887.0,5887.0,0.48497853
5888.0,5888.0,0.088339455
5889.0,5889.0,0.111384295
5890.0,5890.0,0.35681066
5891.0,5891.0,0.5958496
5892.0,5892.0,0.046565417
5893.0,5893.0,0.633178
5894.0,5894.0,0.4525399
5895.0,5895.0,0.0116982255
5896.0,5896.0,0.61080337
5897.0,5897.0,0.14951468
5898.0,5898.0,0.5451155
5899.0,5899.0,0.62942326
5900.0,5900.0,0.56802714
5901.0,5901.0,0.17669417
5902.0,5902.0,0.48854396
5903.0,5903.0,0.670498
5904.0,5904.0,0.49598002
5905.0,5905.0,0.014807571
5906.0,5906.0,0.048935924
5907.0,5907.0,0.060718086
5908.0,5908.0,0.019830104
5909.0,5909.0,0.055356152
5910.0,5910.0,0.34813482
5911.0,5911.0,0.41080126
5912.0,5912.0,0.004517731
5913.0,5913.0,0.19187742
5914.0,5914.0,0.5826632
5915.0,5915.0,0.42584097
5916.0,5916.0,0.7295509
5917.0,5917.0,0.3376651
5918.0,5918.0,0.5494801
5919.0,5919.0,0.105266444
5920.0,5920.0,0.55643004
5921.0,5921.0,0.18118313
5922.0,5922.0,0.18155214
5923.0,5923.0,0.08190997
5924.0,5924.0,0.07533121
5925.0,5925.0,0.53075624
5926.0,5926.0,0.5630711
5927.0,5927.0,0.6536223
5928.0,5928.0,0.10980028
5929.0,5929.0,0.32343033
5930.0,5930.0,0.105374
5931.0,5931.0,0.3342808
5932.0,5932.0,0.39911184
5933.0,5933.0,0.1674238
5934.0,5934.0,0.52098787
5935.0,5935.0,0.0073199165
5936.0,5936.0,0.54213774
5937.0,5937.0,0.34317085
5938.0,5938.0,0.1307744
5939.0,5939.0,0.053906046
5940.0,5940.0,0.60126996
5941.0,5941.0,0.40067977
5942.0,5942.0,0.2782366
5943.0,5943.0,0.01135483
5944.0,5944.0,0.4984541
5945.0,5945.0,0.55021423
5946.0,5946.0,0.040125873
5947.0,5947.0,0.2054138
5948.0,5948.0,0.011688078
5949.0,5949.0,0.039139725
5950.0,5950.0,0.3857845
5951.0,5951.0,0.022689013
5952.0,5952.0,0.01667342
5953.0,5953.0,0.28572184
5954.0,5954.0,0.29808712
5955.0,5955.0,0.55956006
5956.0,5956.0,0.13610578
5957.0,5957.0,0.45656362
5958.0,5958.0,0.018212974
5959.0,5959.0,0.4682272
5960.0,5960.0,0.38134542
5961.0,5961.0,0.3546315
5962.0,5962.0,0.5672057
5963.0,5963.0,0.08312019
5964.0,5964.0,0.3526644
5965.0,5965.0,0.22672148
5966.0,5966.0,0.71391326
5967.0,5967.0,0.5830418
5968.0,5968.0,0.3603415
5969.0,5969.0,0.5248509
5970.0,5970.0,0.39966577
5971.0,5971.0,0.0045344383
5972.0,5972.0,0.48341563
5973.0,5973.0,0.0013090183
5974.0,5974.0,0.03553293
5975.0,5975.0,0.033162203
5976.0,5976.0,0.523321
5977.0,5977.0,0.27844736
5978.0,5978.0,0.33812502
5979.0,5979.0,0.02487809
5980.0,5980.0,0.027451755
5981.0,5981.0,0.021766035
5982.0,5982.0,0.56241363
5983.0,5983.0,0.01810423
5984.0,5984.0,0.257211
5985.0,5985.0,0.4582466
5986.0,5986.0,0.20121388
5987.0,5987.0,0.14517882
5988.0,5988.0,0.4746685
5989.0,5989.0,0.44448486
5990.0,5990.0,0.01868471
5991.0,5991.0,0.22079232
5992.0,5992.0,0.026138093
5993.0,5993.0,0.1796397
5994.0,5994.0,0.02221162
5995.0,5995.0,0.32097313
5996.0,5996.0,0.1349393
5997.0,5997.0,0.4369122
5998.0,5998.0,0.026071427
5999.0,5999.0,0.19080101
6000.0,6000.0,0.06466554
6001.0,6001.0,0.081996396
6002.0,6002.0,0.4295033
6003.0,6003.0,0.5717931
6004.0,6004.0,0.07321961
6005.0,6005.0,0.37132412
6006.0,6006.0,0.08446359
6007.0,6007.0,0.22774038
6008.0,6008.0,0.33749261
6009.0,6009.0,0.6818731
6010.0,6010.0,0.043196958
6011.0,6011.0,0.41329908
6012.0,6012.0,0.13275598
6013.0,6013.0,0.5086373
6014.0,6014.0,0.34150022
6015.0,6015.0,0.26407295
6016.0,6016.0,0.29053608
6017.0,6017.0,0.46932873
6018.0,6018.0,0.0075167017
6019.0,6019.0,0.0047725216
6020.0,6020.0,0.1144993
6021.0,6021.0,0.2658884
6022.0,6022.0,0.37336397
6023.0,6023.0,0.4438759
6024.0,6024.0,0.45448267
6025.0,6025.0,0.49041286
6026.0,6026.0,0.45778346
6027.0,6027.0,0.049201507
6028.0,6028.0,8.800029E-4
6029.0,6029.0,0.3385724
6030.0,6030.0,0.3624106
6031.0,6031.0,0.36161715
6032.0,6032.0,0.5424453
6033.0,6033.0,0.4524102
6034.0,6034.0,0.5370016
6035.0,6035.0,0.44565284
6036.0,6036.0,0.48030362
6037.0,6037.0,0.0833026
6038.0,6038.0,0.5399122
6039.0,6039.0,0.10884395
6040.0,6040.0,0.10571477
6041.0,6041.0,0.0694749
6042.0,6042.0,0.2703805
6043.0,6043.0,0.5996724
6044.0,6044.0,0.3785235
6045.0,6045.0,0.3192731
6046.0,6046.0,0.22673005
6047.0,6047.0,0.59009326
6048.0,6048.0,0.36461785
6049.0,6049.0,0.48589218
6050.0,6050.0,0.04778679
6051.0,6051.0,0.36825758
6052.0,6052.0,0.30175313
6053.0,6053.0,0.43026555
6054.0,6054.0,0.52248865
6055.0,6055.0,0.6593098
6056.0,6056.0,0.06834616
6057.0,6057.0,0.1745076
6058.0,6058.0,0.24034056
6059.0,6059.0,0.35974997
6060.0,6060.0,0.61392367
6061.0,6061.0,0.3924935
6062.0,6062.0,0.60584795
6063.0,6063.0,0.49206793
6064.0,6064.0,0.5282093
6065.0,6065.0,0.1928086
6066.0,6066.0,0.37572673
6067.0,6067.0,0.40446416
6068.0,6068.0,0.5018031
6069.0,6069.0,0.037244268
6070.0,6070.0,0.4400509
6071.0,6071.0,0.04696057
6072.0,6072.0,0.064041324
6073.0,6073.0,0.56094337
6074.0,6074.0,0.35375977
6075.0,6075.0,0.5314055
6076.0,6076.0,0.039823126
6077.0,6077.0,0.0049295593
6078.0,6078.0,0.45462024
6079.0,6079.0,0.3228327
6080.0,6080.0,0.13638416
6081.0,6081.0,0.5371661
6082.0,6082.0,0.5613152
6083.0,6083.0,0.27311373
6084.0,6084.0,0.06240751
6085.0,6085.0,0.24480207
6086.0,6086.0,0.4164317
6087.0,6087.0,0.5410894
6088.0,6088.0,0.55841774
6089.0,6089.0,0.1774379
6090.0,6090.0,0.31395525
6091.0,6091.0,0.108073786
6092.0,6092.0,0.44354656
6093.0,6093.0,0.03090248
6094.0,6094.0,0.5127646
6095.0,6095.0,0.010782268
6096.0,6096.0,0.027719805
6097.0,6097.0,0.68992907
6098.0,6098.0,0.52885926
6099.0,6099.0,0.15174136
6100.0,6100.0,0.12176086
6101.0,6101.0,0.006728092
6102.0,6102.0,0.03436743
6103.0,6103.0,0.12970828
6104.0,6104.0,0.49100083
6105.0,6105.0,0.006733217
6106.0,6106.0,0.16093561
6107.0,6107.0,0.37753552
6108.0,6108.0,0.4648102
6109.0,6109.0,0.11963118
6110.0,6110.0,0.43346605
6111.0,6111.0,0.008414733
6112.0,6112.0,0.1410647
6113.0,6113.0,0.04156446
6114.0,6114.0,0.09034955
6115.0,6115.0,0.6517238
6116.0,6116.0,0.49581546
6117.0,6117.0,0.31301874
6118.0,6118.0,0.007050113
6119.0,6119.0,0.10681203
6120.0,6120.0,0.43424347
6121.0,6121.0,0.3407391
6122.0,6122.0,0.16663158
6123.0,6123.0,0.43707347
6124.0,6124.0,0.5713933
6125.0,6125.0,0.060846232
6126.0,6126.0,0.12364938
6127.0,6127.0,0.4633786
6128.0,6128.0,0.010037849
6129.0,6129.0,0.11833874
6130.0,6130.0,0.014339762
6131.0,6131.0,0.08028988
6132.0,6132.0,0.65619034
6133.0,6133.0,0.1634095
6134.0,6134.0,0.22045614
6135.0,6135.0,0.56960016
6136.0,6136.0,0.097405165
6137.0,6137.0,0.006889355
6138.0,6138.0,0.53133625
6139.0,6139.0,0.6675857
6140.0,6140.0,0.13885567
6141.0,6141.0,0.52303004
6142.0,6142.0,0.0056642513
6143.0,6143.0,0.44646043
6144.0,6144.0,0.4160569
6145.0,6145.0,0.4703304
6146.0,6146.0,0.038058013
6147.0,6147.0,0.45949537
6148.0,6148.0,0.07133264
6149.0,6149.0,0.0022626133
6150.0,6150.0,0.5222062
